2023-03-20 08:28:51 | user1 | confidential_report_1.docx | edited
2023-03-09 04:22:45 | user4 | confidential_report_1.docx | edited
2023-03-03 12:11:50 | user4 | team_meeting_notes.txt | edited
2023-03-04 00:30:08 | user4 | team_meeting_notes.txt | viewed
2023-03-23 02:41:50 | user3 | public_announcement.pdf | edited
2023-03-02 15:15:24 | user3 | public_announcement.pdf | viewed
2023-03-18 14:49:01 | user1 | confidential_report_1.docx | viewed
2023-03-27 23:45:49 | user2 | confidential_report_1.docx | viewed
2023-03-05 19:39:38 | user2 | team_meeting_notes.txt | deleted
2023-03-13 12:18:56 | user4 | public_announcement.pdf | edited
2023-03-24 13:10:13 | user2 | public_announcement.pdf | deleted
2023-03-11 20:29:03 | user1 | employee_data.xlsx | deleted
2023-03-07 06:09:07 | user4 | employee_data.xlsx | deleted
2023-03-10 14:45:57 | user1 | confidential_financials.xlsx | viewed
2023-03-31 15:42:49 | user2 | team_meeting_notes.txt | edited
2023-03-14 00:47:52 | user2 | team_meeting_notes.txt | edited
2023-03-13 03:12:34 | user2 | confidential_report_1.docx | edited
2023-03-19 17:32:36 | user2 | public_announcement.pdf | deleted
2023-03-30 06:22:40 | user3 | confidential_financials.xlsx | viewed
2023-03-31 23:11:53 | user3 | public_announcement.pdf | deleted
2023-03-23 16:39:10 | user1 | confidential_financials.xlsx | viewed
2023-03-15 07:12:24 | user1 | employee_data.xlsx | edited
2023-03-21 15:36:24 | user2 | employee_data.xlsx | edited
2023-03-20 05:02:00 | user1 | confidential_report_1.docx | deleted
2023-03-17 07:54:46 | user4 | employee_data.xlsx | viewed
2023-03-19 09:47:28 | user1 | confidential_report_1.docx | viewed
2023-03-08 01:13:49 | user1 | team_meeting_notes.txt | deleted
2023-03-10 16:34:24 | user4 | employee_data.xlsx | deleted
2023-03-21 11:21:10 | user1 | confidential_report_1.docx | edited
2023-03-04 22:52:18 | user4 | team_meeting_notes.txt | viewed
2023-03-10 05:48:19 | user4 | team_meeting_notes.txt | edited
2023-03-20 21:03:57 | user4 | confidential_report_1.docx | viewed
2023-03-24 07:48:34 | user4 | employee_data.xlsx | edited
2023-03-09 20:23:00 | user4 | employee_data.xlsx | edited
2023-03-10 04:02:37 | user4 | employee_data.xlsx | edited
2023-03-16 05:48:22 | user4 | confidential_report_1.docx | viewed
2023-03-31 21:30:30 | user2 | team_meeting_notes.txt | edited
2023-03-21 22:03:47 | user4 | public_announcement.pdf | edited
2023-03-29 16:38:54 | user3 | employee_data.xlsx | viewed
2023-03-28 16:53:28 | user4 | team_meeting_notes.txt | deleted
2023-03-12 04:44:55 | user4 | employee_data.xlsx | deleted
2023-03-02 17:44:29 | user2 | confidential_financials.xlsx | edited
2023-03-15 21:43:16 | user4 | public_announcement.pdf | edited
2023-03-11 08:39:45 | user1 | employee_data.xlsx | edited
2023-03-30 16:40:20 | user2 | employee_data.xlsx | edited
2023-03-29 22:21:32 | user1 | confidential_financials.xlsx | viewed
2023-03-29 13:16:42 | user3 | team_meeting_notes.txt | edited
2023-03-31 23:00:44 | user1 | public_announcement.pdf | edited
2023-03-21 13:14:05 | user4 | team_meeting_notes.txt | deleted
2023-03-15 06:22:21 | user4 | confidential_report_1.docx | deleted
2023-03-13 02:56:26 | user1 | confidential_financials.xlsx | viewed
2023-03-30 14:26:01 | user1 | confidential_financials.xlsx | deleted
2023-03-09 14:59:39 | user2 | public_announcement.pdf | viewed
2023-03-30 21:39:56 | user4 | public_announcement.pdf | edited
2023-03-21 20:37:58 | user4 | team_meeting_notes.txt | viewed
2023-03-04 15:48:40 | user4 | employee_data.xlsx | deleted
2023-03-23 22:30:48 | user2 | team_meeting_notes.txt | edited
2023-03-31 06:50:48 | user4 | confidential_report_1.docx | viewed
2023-03-05 03:58:59 | user2 | confidential_report_1.docx | deleted
2023-03-21 21:53:19 | user1 | team_meeting_notes.txt | viewed
2023-03-20 00:17:07 | user3 | public_announcement.pdf | deleted
2023-03-29 11:25:47 | user4 | confidential_financials.xlsx | deleted
2023-03-07 12:36:13 | user1 | team_meeting_notes.txt | edited
2023-03-20 19:12:50 | user4 | confidential_report_1.docx | viewed
2023-03-18 07:01:49 | user1 | employee_data.xlsx | viewed
2023-03-02 05:07:16 | user4 | team_meeting_notes.txt | deleted
2023-03-25 22:09:21 | user2 | team_meeting_notes.txt | edited
2023-03-04 02:16:10 | user2 | confidential_report_1.docx | deleted
2023-03-03 21:25:48 | user2 | confidential_report_1.docx | deleted
2023-03-08 14:45:34 | user3 | confidential_report_1.docx | edited
2023-03-02 10:52:49 | user3 | employee_data.xlsx | deleted
2023-03-29 06:38:02 | user3 | employee_data.xlsx | viewed
2023-03-30 23:39:21 | user4 | employee_data.xlsx | edited
2023-03-26 13:42:33 | user4 | confidential_financials.xlsx | viewed
2023-03-23 01:49:08 | user4 | public_announcement.pdf | viewed
2023-03-08 07:14:39 | user3 | public_announcement.pdf | viewed
2023-03-19 09:48:37 | user4 | confidential_financials.xlsx | edited
2023-03-10 09:36:10 | user2 | public_announcement.pdf | deleted
2023-03-12 13:11:06 | user2 | public_announcement.pdf | viewed
2023-03-21 00:39:10 | user4 | employee_data.xlsx | viewed
2023-03-11 19:01:14 | user4 | team_meeting_notes.txt | deleted
2023-03-11 00:26:15 | user3 | employee_data.xlsx | edited
2023-03-23 20:30:19 | user1 | confidential_financials.xlsx | viewed
2023-03-13 06:02:18 | user1 | confidential_financials.xlsx | viewed
2023-03-16 13:28:00 | user4 | confidential_financials.xlsx | edited
2023-03-03 06:05:55 | user4 | employee_data.xlsx | viewed
2023-03-02 02:45:34 | user1 | public_announcement.pdf | deleted
2023-03-11 23:58:03 | user4 | public_announcement.pdf | deleted
2023-03-02 05:29:03 | user3 | confidential_report_1.docx | deleted
2023-03-03 05:24:29 | user1 | public_announcement.pdf | deleted
2023-03-03 19:46:49 | user2 | employee_data.xlsx | viewed
2023-03-22 03:03:38 | user4 | public_announcement.pdf | deleted
2023-03-19 21:42:05 | user1 | confidential_financials.xlsx | deleted
2023-03-15 00:53:10 | user1 | team_meeting_notes.txt | edited
2023-03-23 10:17:48 | user3 | confidential_financials.xlsx | edited
2023-03-20 02:49:08 | user4 | employee_data.xlsx | edited
2023-03-12 11:57:51 | user2 | employee_data.xlsx | edited
2023-03-22 15:45:08 | user4 | confidential_report_1.docx | edited
2023-03-04 11:33:01 | user1 | confidential_report_1.docx | edited
2023-03-31 15:45:49 | user2 | employee_data.xlsx | deleted
2023-03-04 15:30:48 | user2 | team_meeting_notes.txt | deleted
2023-03-07 05:32:58 | user3 | public_announcement.pdf | viewed
2023-03-11 07:28:20 | user2 | public_announcement.pdf | edited
2023-03-07 17:56:32 | user2 | employee_data.xlsx | viewed
2023-03-21 13:30:34 | user3 | team_meeting_notes.txt | edited
2023-03-26 17:03:26 | user3 | employee_data.xlsx | deleted
2023-03-13 12:31:30 | user3 | public_announcement.pdf | viewed
2023-03-13 15:05:36 | user1 | public_announcement.pdf | deleted
2023-03-04 09:27:46 | user3 | public_announcement.pdf | deleted
2023-03-10 06:25:35 | user4 | confidential_report_1.docx | edited
2023-03-10 03:50:58 | user2 | confidential_financials.xlsx | viewed
2023-03-19 18:34:00 | user4 | confidential_report_1.docx | deleted
2023-03-24 10:19:04 | user3 | confidential_report_1.docx | edited
2023-03-25 13:44:31 | user4 | employee_data.xlsx | edited
2023-03-26 03:38:25 | user3 | public_announcement.pdf | viewed
2023-03-18 01:24:06 | user4 | public_announcement.pdf | deleted
2023-03-11 03:01:13 | user3 | public_announcement.pdf | edited
2023-03-24 02:53:32 | user4 | confidential_financials.xlsx | viewed
2023-03-04 04:35:06 | user3 | employee_data.xlsx | deleted
2023-03-10 21:15:45 | user3 | public_announcement.pdf | viewed
2023-03-11 08:46:35 | user4 | confidential_report_1.docx | viewed
2023-03-27 10:44:01 | user3 | confidential_financials.xlsx | viewed
2023-03-06 11:37:07 | user2 | confidential_report_1.docx | edited
2023-03-11 20:37:37 | user2 | public_announcement.pdf | edited
2023-03-08 04:31:34 | user1 | employee_data.xlsx | viewed
2023-03-24 15:46:20 | user3 | confidential_financials.xlsx | edited
2023-03-14 20:56:30 | user2 | employee_data.xlsx | deleted
2023-03-14 03:02:50 | user1 | team_meeting_notes.txt | deleted
2023-03-20 03:34:20 | user1 | confidential_financials.xlsx | edited
2023-03-30 18:52:10 | user2 | employee_data.xlsx | deleted
2023-03-25 13:29:51 | user1 | confidential_report_1.docx | deleted
2023-03-18 02:54:10 | user2 | employee_data.xlsx | viewed
2023-03-17 09:33:04 | user4 | public_announcement.pdf | edited
2023-03-03 12:21:06 | user1 | public_announcement.pdf | edited
2023-03-31 02:55:12 | user1 | employee_data.xlsx | deleted
2023-03-17 21:54:44 | user2 | team_meeting_notes.txt | edited
2023-03-02 00:50:29 | user2 | confidential_financials.xlsx | viewed
2023-03-30 12:25:04 | user3 | confidential_report_1.docx | viewed
2023-03-21 21:32:17 | user3 | confidential_report_1.docx | edited
2023-03-06 00:52:55 | user3 | public_announcement.pdf | edited
2023-03-30 22:44:47 | user2 | confidential_financials.xlsx | deleted
2023-03-17 17:31:47 | user4 | public_announcement.pdf | viewed
2023-03-14 01:41:12 | user1 | confidential_financials.xlsx | deleted
2023-03-02 01:52:48 | user4 | public_announcement.pdf | viewed
2023-03-04 03:13:30 | user3 | confidential_financials.xlsx | viewed
2023-03-04 04:41:45 | user2 | confidential_financials.xlsx | edited
2023-03-05 02:18:07 | user2 | confidential_financials.xlsx | deleted
2023-03-16 11:13:48 | user2 | team_meeting_notes.txt | viewed
2023-03-02 03:58:32 | user1 | team_meeting_notes.txt | edited
2023-03-29 00:31:16 | user3 | employee_data.xlsx | deleted
2023-03-25 01:33:29 | user2 | public_announcement.pdf | edited
2023-03-08 17:56:40 | user1 | public_announcement.pdf | deleted
2023-03-27 04:00:44 | user2 | confidential_report_1.docx | deleted
2023-03-04 16:50:57 | user3 | confidential_report_1.docx | viewed
2023-03-23 21:08:41 | user2 | public_announcement.pdf | viewed
2023-03-23 11:34:02 | user4 | team_meeting_notes.txt | edited
2023-03-19 03:10:34 | user3 | confidential_report_1.docx | viewed
2023-03-24 00:11:28 | user4 | confidential_financials.xlsx | deleted
2023-03-04 20:42:30 | user1 | public_announcement.pdf | viewed
2023-03-05 18:09:17 | user4 | employee_data.xlsx | viewed
2023-03-02 06:51:41 | user1 | confidential_financials.xlsx | edited
2023-03-08 10:45:23 | user4 | public_announcement.pdf | edited
2023-03-27 05:00:02 | user2 | team_meeting_notes.txt | deleted
2023-03-27 18:21:26 | user3 | team_meeting_notes.txt | viewed
2023-03-26 23:08:09 | user1 | confidential_financials.xlsx | deleted
2023-03-06 22:14:24 | user2 | public_announcement.pdf | edited
2023-03-12 08:23:59 | user2 | confidential_report_1.docx | deleted
2023-03-12 18:48:56 | user1 | employee_data.xlsx | viewed
2023-03-19 04:40:43 | user3 | confidential_financials.xlsx | edited
2023-03-27 05:55:02 | user4 | team_meeting_notes.txt | viewed
2023-03-14 14:46:37 | user4 | employee_data.xlsx | deleted
2023-03-01 11:20:33 | user4 | public_announcement.pdf | viewed
2023-03-10 07:24:35 | user4 | team_meeting_notes.txt | deleted
2023-03-24 15:34:47 | user1 | public_announcement.pdf | viewed
2023-03-03 15:38:47 | user2 | confidential_report_1.docx | deleted
2023-03-01 15:56:52 | user1 | employee_data.xlsx | deleted
2023-03-12 19:34:07 | user4 | public_announcement.pdf | deleted
2023-03-03 00:14:03 | user1 | confidential_financials.xlsx | deleted
2023-03-17 15:27:21 | user1 | public_announcement.pdf | edited
2023-03-10 07:32:08 | user3 | employee_data.xlsx | edited
2023-03-12 05:52:18 | user2 | confidential_report_1.docx | deleted
2023-03-20 13:00:41 | user4 | employee_data.xlsx | viewed
2023-03-04 14:48:48 | user4 | team_meeting_notes.txt | edited
2023-03-31 18:51:27 | user2 | team_meeting_notes.txt | viewed
2023-03-08 04:31:53 | user3 | employee_data.xlsx | deleted
2023-03-17 02:21:39 | user4 | employee_data.xlsx | viewed
2023-03-12 19:45:01 | user3 | confidential_financials.xlsx | viewed
2023-03-09 09:56:36 | user2 | team_meeting_notes.txt | viewed
2023-03-09 07:27:29 | user2 | employee_data.xlsx | edited
2023-03-04 23:58:16 | user3 | team_meeting_notes.txt | viewed
2023-03-28 02:17:33 | user3 | confidential_financials.xlsx | viewed
2023-03-03 03:00:07 | user3 | confidential_financials.xlsx | viewed
2023-03-09 22:54:46 | user1 | confidential_report_1.docx | viewed
2023-03-03 09:28:05 | user3 | team_meeting_notes.txt | viewed
2023-03-25 13:58:39 | user2 | confidential_report_1.docx | viewed
2023-03-08 10:53:35 | user2 | public_announcement.pdf | viewed
2023-03-15 04:47:17 | user3 | team_meeting_notes.txt | edited
2023-03-11 20:35:05 | user3 | team_meeting_notes.txt | edited
2023-03-21 09:34:52 | user2 | public_announcement.pdf | edited
2023-03-28 06:16:08 | user3 | confidential_financials.xlsx | edited
2023-03-27 06:35:16 | user2 | confidential_report_1.docx | deleted
2023-03-06 08:53:46 | user2 | confidential_report_1.docx | viewed
2023-03-04 17:43:24 | user1 | confidential_financials.xlsx | edited
2023-03-16 09:53:52 | user4 | confidential_report_1.docx | viewed
2023-03-30 20:55:45 | user2 | team_meeting_notes.txt | viewed
2023-03-30 20:13:22 | user1 | confidential_financials.xlsx | edited
2023-03-19 23:43:22 | user1 | confidential_financials.xlsx | deleted
2023-03-26 15:41:05 | user3 | team_meeting_notes.txt | edited
2023-03-10 00:23:42 | user2 | confidential_report_1.docx | viewed
2023-03-24 21:22:33 | user3 | confidential_financials.xlsx | viewed
2023-03-01 06:46:15 | user2 | confidential_report_1.docx | deleted
2023-03-27 14:07:39 | user3 | confidential_financials.xlsx | deleted
2023-03-10 04:03:54 | user1 | employee_data.xlsx | deleted
2023-03-15 03:11:46 | user4 | confidential_report_1.docx | viewed
2023-03-25 08:13:40 | user1 | confidential_financials.xlsx | viewed
2023-03-25 14:01:35 | user3 | confidential_financials.xlsx | deleted
2023-03-17 17:03:19 | user4 | confidential_financials.xlsx | deleted
2023-03-14 06:35:45 | user3 | public_announcement.pdf | edited
2023-03-23 10:43:01 | user1 | confidential_financials.xlsx | viewed
2023-03-23 04:46:16 | user1 | team_meeting_notes.txt | edited
2023-03-29 07:36:14 | user3 | employee_data.xlsx | viewed
2023-03-06 06:56:40 | user2 | confidential_financials.xlsx | edited
2023-03-10 01:26:20 | user1 | confidential_financials.xlsx | deleted
2023-03-31 10:11:27 | user1 | public_announcement.pdf | edited
2023-03-14 04:22:41 | user4 | employee_data.xlsx | deleted
2023-03-23 19:12:27 | user3 | public_announcement.pdf | deleted
2023-03-21 19:13:49 | user3 | team_meeting_notes.txt | deleted
2023-03-17 05:48:59 | user2 | employee_data.xlsx | viewed
2023-03-27 02:57:15 | user1 | employee_data.xlsx | deleted
2023-03-08 10:11:54 | user3 | team_meeting_notes.txt | deleted
2023-03-17 18:49:37 | user1 | confidential_report_1.docx | deleted
2023-03-24 00:40:03 | user1 | confidential_financials.xlsx | viewed
2023-03-01 19:11:59 | user2 | confidential_financials.xlsx | deleted
2023-03-21 20:45:48 | user4 | employee_data.xlsx | deleted
2023-03-23 06:08:31 | user2 | public_announcement.pdf | deleted
2023-03-02 08:31:22 | user4 | employee_data.xlsx | viewed
2023-03-30 21:01:14 | user4 | team_meeting_notes.txt | deleted
2023-03-17 01:00:20 | user3 | confidential_report_1.docx | deleted
2023-03-28 19:07:16 | user1 | public_announcement.pdf | deleted
2023-03-25 14:41:58 | user2 | team_meeting_notes.txt | deleted
2023-03-12 19:43:29 | user4 | public_announcement.pdf | deleted
2023-03-28 02:32:30 | user2 | team_meeting_notes.txt | edited
2023-03-15 08:32:48 | user3 | confidential_report_1.docx | deleted
2023-03-05 22:03:07 | user1 | employee_data.xlsx | edited
2023-03-03 00:40:10 | user4 | confidential_financials.xlsx | deleted
2023-03-03 03:28:08 | user3 | employee_data.xlsx | deleted
2023-03-08 13:19:38 | user2 | employee_data.xlsx | deleted
2023-03-21 02:53:13 | user4 | public_announcement.pdf | edited
2023-03-25 13:50:21 | user4 | confidential_financials.xlsx | edited
2023-03-15 10:50:19 | user4 | team_meeting_notes.txt | deleted
2023-03-20 03:55:42 | user1 | confidential_report_1.docx | viewed
2023-03-21 03:45:21 | user4 | confidential_report_1.docx | deleted
2023-03-06 21:14:28 | user1 | employee_data.xlsx | viewed
2023-03-24 09:33:29 | user1 | confidential_financials.xlsx | deleted
2023-03-20 22:49:34 | user1 | confidential_report_1.docx | viewed
2023-03-26 03:45:46 | user4 | confidential_report_1.docx | edited
2023-03-22 21:02:04 | user2 | public_announcement.pdf | viewed
2023-03-24 23:59:09 | user4 | public_announcement.pdf | deleted
2023-03-12 22:13:30 | user3 | public_announcement.pdf | viewed
2023-03-15 17:24:29 | user3 | confidential_report_1.docx | viewed
2023-03-14 20:01:21 | user1 | team_meeting_notes.txt | deleted
2023-03-28 17:51:19 | user1 | public_announcement.pdf | deleted
2023-03-08 02:54:22 | user3 | team_meeting_notes.txt | edited
2023-03-02 02:29:47 | user1 | employee_data.xlsx | edited
2023-03-10 21:20:03 | user4 | confidential_report_1.docx | edited
2023-03-25 14:54:58 | user2 | confidential_report_1.docx | viewed
2023-03-03 19:27:52 | user4 | confidential_report_1.docx | deleted
2023-03-06 17:10:27 | user3 | public_announcement.pdf | edited
2023-03-25 06:09:51 | user3 | confidential_financials.xlsx | viewed
2023-03-27 03:03:23 | user2 | confidential_report_1.docx | edited
2023-03-29 06:34:08 | user2 | team_meeting_notes.txt | viewed
2023-03-10 10:47:25 | user2 | employee_data.xlsx | viewed
2023-03-05 23:55:54 | user1 | public_announcement.pdf | viewed
2023-03-06 05:58:53 | user3 | employee_data.xlsx | deleted
2023-03-18 20:35:25 | user2 | confidential_report_1.docx | edited
2023-03-27 16:22:32 | user3 | confidential_financials.xlsx | edited
2023-03-10 22:44:24 | user2 | employee_data.xlsx | edited
2023-03-27 15:48:43 | user1 | confidential_financials.xlsx | viewed
2023-03-06 18:42:43 | user4 | confidential_report_1.docx | deleted
2023-03-20 07:32:04 | user4 | public_announcement.pdf | edited
2023-03-04 19:40:24 | user4 | confidential_financials.xlsx | viewed
2023-03-18 11:48:17 | user3 | confidential_financials.xlsx | deleted
2023-03-12 10:23:07 | user1 | confidential_report_1.docx | viewed
2023-03-02 06:06:59 | user2 | confidential_report_1.docx | edited
2023-03-02 09:55:08 | user4 | confidential_report_1.docx | edited
2023-03-08 02:49:32 | user3 | confidential_financials.xlsx | edited
2023-03-11 08:31:27 | user3 | team_meeting_notes.txt | viewed
2023-03-06 14:49:23 | user3 | confidential_report_1.docx | edited
2023-03-06 07:33:03 | user2 | employee_data.xlsx | edited
2023-03-13 09:19:35 | user3 | public_announcement.pdf | viewed
2023-03-20 06:35:21 | user2 | confidential_financials.xlsx | viewed
2023-03-10 13:04:05 | user1 | public_announcement.pdf | viewed
2023-03-01 15:39:41 | user2 | confidential_report_1.docx | viewed
2023-03-10 12:20:32 | user3 | employee_data.xlsx | deleted
2023-03-30 18:32:26 | user3 | employee_data.xlsx | edited
2023-03-13 14:15:38 | user4 | confidential_report_1.docx | deleted
2023-03-18 15:53:13 | user3 | team_meeting_notes.txt | deleted
2023-03-13 02:41:54 | user2 | confidential_financials.xlsx | deleted
2023-03-12 03:20:09 | user2 | confidential_report_1.docx | edited
2023-03-05 16:02:02 | user2 | confidential_report_1.docx | deleted
2023-03-06 09:01:50 | user2 | confidential_financials.xlsx | viewed
2023-03-05 09:17:10 | user2 | public_announcement.pdf | deleted
2023-03-21 16:21:40 | user3 | employee_data.xlsx | edited
2023-03-21 18:44:28 | user1 | public_announcement.pdf | deleted
2023-03-21 02:49:31 | user2 | confidential_report_1.docx | edited
2023-03-13 09:43:42 | user4 | confidential_report_1.docx | deleted
2023-03-05 12:39:41 | user1 | confidential_report_1.docx | viewed
2023-03-09 16:50:53 | user4 | employee_data.xlsx | viewed
2023-03-19 13:49:51 | user4 | confidential_financials.xlsx | edited
2023-03-24 14:13:58 | user3 | public_announcement.pdf | viewed
2023-03-27 20:21:23 | user1 | employee_data.xlsx | edited
2023-03-16 13:10:20 | user1 | public_announcement.pdf | deleted
2023-03-28 00:33:21 | user2 | employee_data.xlsx | deleted
2023-03-08 09:09:50 | user2 | confidential_report_1.docx | edited
2023-03-15 20:50:01 | user4 | confidential_report_1.docx | viewed
2023-03-23 16:28:22 | user1 | employee_data.xlsx | edited
2023-03-11 06:13:07 | user1 | public_announcement.pdf | viewed
2023-03-27 03:15:10 | user3 | employee_data.xlsx | edited
2023-03-22 14:46:15 | user3 | confidential_report_1.docx | deleted
2023-03-16 10:50:47 | user2 | public_announcement.pdf | viewed
2023-03-11 10:25:36 | user2 | confidential_financials.xlsx | deleted
2023-03-23 10:57:46 | user2 | public_announcement.pdf | viewed
2023-03-21 23:15:34 | user4 | employee_data.xlsx | viewed
2023-03-29 00:41:47 | user4 | confidential_report_1.docx | viewed
2023-03-24 06:12:26 | user2 | confidential_report_1.docx | edited
2023-03-24 19:49:41 | user2 | confidential_report_1.docx | deleted
2023-03-15 04:36:49 | user1 | team_meeting_notes.txt | deleted
2023-03-21 05:17:13 | user2 | confidential_financials.xlsx | deleted
2023-03-24 14:16:11 | user1 | team_meeting_notes.txt | viewed
2023-03-30 18:47:58 | user1 | employee_data.xlsx | deleted
2023-03-06 10:50:49 | user3 | public_announcement.pdf | viewed
2023-03-11 15:17:00 | user4 | confidential_financials.xlsx | deleted
2023-03-06 02:52:57 | user4 | confidential_financials.xlsx | deleted
2023-03-17 01:35:00 | user3 | public_announcement.pdf | viewed
2023-03-23 23:21:41 | user1 | confidential_report_1.docx | deleted
2023-03-12 18:38:11 | user4 | employee_data.xlsx | deleted
2023-03-16 19:55:59 | user3 | confidential_financials.xlsx | edited
2023-03-18 07:37:27 | user1 | confidential_financials.xlsx | deleted
2023-03-22 02:21:38 | user4 | confidential_report_1.docx | deleted
2023-03-21 04:36:40 | user3 | public_announcement.pdf | viewed
2023-03-26 07:01:42 | user2 | team_meeting_notes.txt | edited
2023-03-04 21:29:46 | user2 | confidential_report_1.docx | deleted
2023-03-07 21:22:46 | user3 | public_announcement.pdf | edited
2023-03-28 14:43:18 | user2 | employee_data.xlsx | deleted
2023-03-24 09:11:07 | user1 | confidential_financials.xlsx | viewed
2023-03-01 13:37:05 | user4 | confidential_report_1.docx | viewed
2023-03-03 14:00:52 | user1 | public_announcement.pdf | deleted
2023-03-24 10:58:38 | user4 | employee_data.xlsx | edited
2023-03-15 06:03:01 | user1 | confidential_report_1.docx | viewed
2023-03-03 07:06:00 | user4 | confidential_report_1.docx | viewed
2023-03-26 03:57:57 | user2 | confidential_financials.xlsx | deleted
2023-03-11 18:26:40 | user2 | confidential_financials.xlsx | deleted
2023-03-06 02:01:31 | user4 | confidential_financials.xlsx | deleted
2023-03-21 03:24:04 | user3 | team_meeting_notes.txt | edited
2023-03-17 17:45:34 | user3 | confidential_financials.xlsx | edited
2023-03-22 09:32:10 | user3 | employee_data.xlsx | edited
2023-03-12 22:27:58 | user2 | employee_data.xlsx | viewed
2023-03-19 12:59:19 | user2 | confidential_financials.xlsx | deleted
2023-03-18 02:42:20 | user4 | confidential_financials.xlsx | edited
2023-03-03 21:22:51 | user1 | team_meeting_notes.txt | edited
2023-03-12 08:53:09 | user1 | public_announcement.pdf | viewed
2023-03-09 05:41:42 | user3 | confidential_financials.xlsx | deleted
2023-03-26 11:54:11 | user2 | public_announcement.pdf | edited
2023-03-27 07:02:19 | user3 | public_announcement.pdf | viewed
2023-03-15 19:20:45 | user2 | public_announcement.pdf | viewed
2023-03-02 22:37:37 | user1 | public_announcement.pdf | deleted
2023-03-21 18:54:27 | user3 | employee_data.xlsx | edited
2023-03-21 05:40:09 | user4 | team_meeting_notes.txt | edited
2023-03-30 11:11:11 | user3 | confidential_report_1.docx | deleted
2023-03-30 00:52:49 | user3 | public_announcement.pdf | viewed
2023-03-15 22:21:13 | user3 | confidential_report_1.docx | viewed
2023-03-31 01:17:36 | user1 | team_meeting_notes.txt | viewed
2023-03-31 14:56:21 | user4 | team_meeting_notes.txt | viewed
2023-03-31 15:12:37 | user2 | employee_data.xlsx | viewed
2023-03-25 01:02:03 | user4 | confidential_financials.xlsx | viewed
2023-03-28 10:39:42 | user2 | public_announcement.pdf | viewed
2023-03-20 02:23:16 | user4 | team_meeting_notes.txt | deleted
2023-03-09 05:01:35 | user2 | confidential_report_1.docx | viewed
2023-03-29 11:28:24 | user2 | public_announcement.pdf | viewed
2023-03-03 21:12:43 | user1 | confidential_financials.xlsx | viewed
2023-03-21 19:33:44 | user4 | employee_data.xlsx | deleted
2023-03-13 14:49:07 | user3 | employee_data.xlsx | edited
2023-03-07 11:50:02 | user4 | employee_data.xlsx | viewed
2023-03-18 01:03:19 | user2 | confidential_report_1.docx | deleted
2023-03-05 09:43:17 | user3 | confidential_financials.xlsx | edited
2023-03-25 13:04:23 | user4 | employee_data.xlsx | edited
2023-03-16 05:43:38 | user3 | team_meeting_notes.txt | edited
2023-03-15 00:14:50 | user4 | confidential_financials.xlsx | deleted
2023-03-07 05:46:13 | user1 | team_meeting_notes.txt | viewed
2023-03-01 17:33:49 | user1 | confidential_report_1.docx | viewed
2023-03-21 21:59:28 | user1 | confidential_report_1.docx | deleted
2023-03-26 20:03:39 | user3 | public_announcement.pdf | viewed
2023-03-14 22:32:50 | user3 | public_announcement.pdf | edited
2023-03-09 20:35:13 | user1 | employee_data.xlsx | viewed
2023-03-25 06:43:58 | user4 | employee_data.xlsx | deleted
2023-03-11 02:25:31 | user3 | confidential_report_1.docx | deleted
2023-03-25 17:23:23 | user3 | team_meeting_notes.txt | edited
2023-03-02 05:54:42 | user3 | confidential_report_1.docx | deleted
2023-03-22 21:08:48 | user4 | confidential_report_1.docx | edited
2023-03-29 17:08:53 | user2 | public_announcement.pdf | edited
2023-03-31 18:37:54 | user3 | team_meeting_notes.txt | viewed
2023-03-02 07:19:30 | user3 | team_meeting_notes.txt | viewed
2023-03-31 06:10:01 | user4 | confidential_financials.xlsx | viewed
2023-03-23 18:55:57 | user1 | team_meeting_notes.txt | deleted
2023-03-01 08:52:14 | user3 | employee_data.xlsx | viewed
2023-03-18 12:17:43 | user4 | confidential_financials.xlsx | deleted
2023-03-28 14:10:54 | user4 | public_announcement.pdf | edited
2023-03-30 21:43:37 | user4 | confidential_report_1.docx | viewed
2023-03-21 23:56:11 | user3 | public_announcement.pdf | deleted
2023-03-29 04:52:55 | user4 | confidential_financials.xlsx | deleted
2023-03-07 15:10:38 | user1 | team_meeting_notes.txt | viewed
2023-03-01 11:19:59 | user3 | public_announcement.pdf | viewed
2023-03-27 05:16:14 | user1 | confidential_financials.xlsx | edited
2023-03-13 17:33:45 | user1 | confidential_financials.xlsx | edited
2023-03-30 23:14:03 | user4 | confidential_report_1.docx | edited
2023-03-26 06:32:30 | user1 | team_meeting_notes.txt | deleted
2023-03-30 20:14:41 | user1 | team_meeting_notes.txt | viewed
2023-03-21 17:11:13 | user2 | employee_data.xlsx | viewed
2023-03-06 09:14:15 | user2 | team_meeting_notes.txt | deleted
2023-03-28 17:23:48 | user3 | public_announcement.pdf | deleted
2023-03-27 00:29:52 | user1 | employee_data.xlsx | deleted
2023-03-22 01:37:38 | user3 | public_announcement.pdf | deleted
2023-03-01 23:27:48 | user2 | public_announcement.pdf | viewed
2023-03-03 08:44:07 | user4 | employee_data.xlsx | edited
2023-03-13 07:16:27 | user1 | confidential_financials.xlsx | edited
2023-03-11 16:19:55 | user2 | public_announcement.pdf | deleted
2023-03-10 00:44:05 | user4 | employee_data.xlsx | edited
2023-03-02 13:30:38 | user1 | employee_data.xlsx | viewed
2023-03-14 23:59:53 | user2 | public_announcement.pdf | deleted
